artist_name,track_name,genre_name
karol g,"ay, dios mío!",Latin
shakira,loba,Latin
piso 21,los cachos,Latin
cartel de santa,burbujas de cristal,Latin
rels b,a mí,Latin
kodak black,codeine dreaming (feat. lil wayne),Latin
romeo santos,yo también (feat. marc anthony),Latin
matisse,como lo hice yo,Latin
feid,lady mi amor,Latin
karol g,contigo voy a muerte,Latin
mora,tus lágrimas,Latin
eladio carrion,"quizás, tal vez",Latin
dalex,pa mí - remix,Latin
wisin & yandel,las cosas cambiaron,Latin
wisin & yandel,pam pam,Latin
wisin & yandel,pam pam,Latin
reik,creo en ti,Latin
wisin & yandel,ahora es,Latin
wisin & yandel,sexy movimiento,Latin
wisin & yandel,las cosas cambiaron,Latin
wisin & yandel,tu olor,Latin
wisin & yandel,llamé pa' verte (bailando sexy),Latin
daddy yankee,la rompe corazones,Latin
juan luis guerra 4.40,bachata en fukuoka,Latin
tini,cupido,Latin
wisin & yandel,mírala bien,Latin
río roma,tú me gustas,Latin
wisin & yandel,aprovechalo,Latin
wisin & yandel,besos mojados,Latin
plan b,te dijeron,Latin
bad bunny,antes que se acabe,Latin
marco antonio solís,si no te hubieras ido,Latin
big boy,mis ojos lloran por ti,Latin
feid,le pido a dios,Latin
maluma,el perdedor,Latin
bad bunny,me mata,Latin
yovngchimi,"baby father 2.0 (feat. myke towers, arcángel, ñengo flow and yeruza)",Latin
wisin & yandel,abusadora,Latin
anuel aa,¿qué nos pasó?,Latin
reik,yo quisiera,Latin
shakira,dia de enero,Latin
sebastian yatra,pareja del año,Latin
j balvin,in da getto,Latin
rauw alejandro,qué rico ch**gamos,Latin
sebastian yatra,mañana no hay clase (24/7),Latin
sebastian yatra,pareja del año,Latin
sebastian yatra,tacones rojos - versión banda,Latin
natalia lafourcade,soledad y el mar (feat. los macorinos),Latin
sebastian yatra,a dónde van,Latin
sebastian yatra,a dónde van,Latin
sebastian yatra,tbt - remix,Latin
sebastian yatra,tacones rojos,Latin
sebastian yatra,tacones rojos,Latin
myke towers,diosa,Latin
romeo santos,hilito,Latin
sebastian yatra,alguien robo,Latin
sebastian yatra,tbt - remix,Latin
sebastian yatra,en el party,Latin
sebastian yatra,sutra,Latin
sebastian yatra,quiero decirte,Latin
dj luian,verte ir,Latin
sebastian yatra,sutra,Latin
sebastian yatra,por perro,Latin
sebastian yatra,tacones rojos,Latin
sebastian yatra,no hay nadie más - remix,Latin
sebastian yatra,tacones rojos,Latin
sebastian yatra,traicionera,Latin
sebastian yatra,tacones rojos,Latin
sebastian yatra,alguien robo,Latin
sebastian yatra,tacones rojos,Latin
sebastian yatra,mañana no hay clase (24/7),Latin
sebastian yatra,un año,Latin
sebastian yatra,pareja del año,Latin
ryan castro,mujeriego,Latin
sebastian yatra,amor pasajero,Latin
sebastian yatra,chica ideal,Latin
sebastian yatra,alguien robo,Latin
sebastian yatra,chica ideal,Latin
sebastian yatra,traicionera,Latin
sebastian yatra,chica ideal,Latin
natti natasha,mayor que usted,Latin
marco antonio solís,más que tu amigo,Latin
nio garcia,la jeepeta - remix,Latin
ozuna,baila baila baila,Latin
eladio carrion,gladiador - remix,Latin
ozuna,del mar,Latin
bia,whole lotta money,Latin
el alfa,besalo,Latin
don omar,pobre diabla,Latin
feid,el cuarto de ferxxo,Latin
justin quiles,aeiou,Latin
justin quiles,aeiou,Latin
marc anthony,tu amor me hace bien - salsa version,Latin
justin quiles,whiskey y coco,Latin
justin quiles,aeiou,Latin
justin quiles,whiskey y coco,Latin
justin quiles,whiskey y coco,Latin
justin quiles,whiskey y coco,Latin
justin quiles,whiskey y coco,Latin
justin quiles,aeiou,Latin
jesse & joy,dueles,Latin
mora,domingo de bote,Latin
wisin & yandel,estoy enamorado,Latin
sebastian yatra,como mirarte,Latin
bad bunny,ignorantes,Latin
ovy on the drums,chao bebe,Latin
sebastian yatra,traicionera,Latin
chino & nacho,andas en mi cabeza,Latin
nicki nicole,qué le pasa conmigo?,Latin
kodak black,patty cake,Latin
bad bunny,solo de mi,Latin
rbd,sálvame,Latin
j balvin,ginza,Latin
daddy yankee,dura,Latin
wisin & yandel,algo me gusta de ti,Latin
maná,el verdadero amor perdona - dueto con prince royce,Latin
prince royce,si te preguntan...,Latin
maná,mariposa traicionera - 2020 remasterizado,Latin
julieta venegas,andar conmigo,Latin
j balvin,in da getto,Latin
becky g,sin pijama,Latin
prince royce,incondicional,Latin
rauw alejandro,más de una vez,Latin
eladio carrion,cuevita,Latin
aventura,su veneno,Latin
daddy yankee,adictiva,Latin
cartel de santa,leve,Latin
manuel turizo,quiéreme mientras se pueda,Latin
sebastian yatra,tacones rojos,Latin
luis miguel,hasta que me olvides,Latin
romeo santos,debate de 4,Latin
karol g,pineapple,Latin
ozuna,bebé,Latin
juanes,a dios le pido,Latin
natalia lafourcade,nunca es suficiente,Latin
reik,5 estrellas,Latin
maye,tú,Latin
prince royce,deja vu,Latin
sech,otro trago,Latin
hombres g,te quiero,Latin
anuel aa,north carolina,Latin
nicky jam,te robaré,Latin
tony dize,solos,Latin
feid,la pasamos cxbrxn,Latin
jon z,"0 sentimientos (remix) [feat. noriel, darkiel, lyan, messiah & baby rasta]",Latin
rauw alejandro,verde menta,Latin
jay wheeler,pacto (feat. luar la l),Latin
la mosca tse-tse,para no verte más,Latin
reik,me niego (feat. ozuna & wisin),Latin
daddy yankee,pose,Latin
bad bunny,200 mph,Latin
kany garcía,la siguiente,Latin
rauw alejandro,cosa guapa,Latin
cartel de santa,bombos y tarolas,Latin
reik,noviembre sin ti,Latin
alejo,un poquito,Latin
shakira,"try everything - from ""zootropolis""",Latin
becky g,sin pijama,Latin
eladio carrion,mala mía otra vez,Latin
bryant myers,triste,Latin
luis fonsi,despacito - remix,Latin
alvaro diaz,problemón,Latin
anuel aa,tú no lo amas,Latin
quevedo,vista al mar,Latin
wisin & yandel,síguelo,Latin
kodak black,like dat,Latin
monsieur periné,nuestra canción,Latin
bad bunny,bye me fui,Latin
maluma,corazón (feat. nego do borel),Latin
j balvin,mi gente (feat. beyoncé),Latin
karol g,culpables,Latin
alejandro sanz,corazón partío,Latin
¿téo?,thru my hair,Latin
anuel aa,hipócrita,Latin
yovngchimi,glizzy walk 2.5,Latin
nicky jam,el amante,Latin
feid,si te la encuentras por ahí,Latin
aventura,la boda,Latin
mau y ricky,desconocidos,Latin
bacilos,mi primer millon,Latin
"tito ""el bambino""",mi cama huele a ti (feat. zion & lennox),Latin
el alfa,curazao,Latin
j balvin,safari,Latin
j balvin,rojo,Latin
reyli barba,amor del bueno,Latin
south park mexican,bloody war,Latin
enrique iglesias,el perdedor,Latin
sebastian yatra,pareja del año,Latin
mike bahía,de qué manera,Latin
bryant myers,on fleek,Latin
myke towers,voodoo,Latin
mora,airbnb,Latin
ozuna,la modelo,Latin
alex rose,toda remix - remix,Latin
juan gabriel,abrázame muy fuerte,Latin
el alfa,suave (remix),Latin
marco antonio solís,la venia bendita,Latin
natalia lafourcade,lo que construimos,Latin
kodak black,walk,Latin
marc anthony,flor pálida,Latin
karol g,follow,Latin
bad bunny,la droga,Latin
cartel de santa,aka entre el humo,Latin
caifanes,afuera,Latin
cartel de santa,si te vienen a contar,Latin
enrique iglesias,hero,Latin
anuel aa,23 preguntas,Latin
bad bunny,dime si te acuerdas,Latin
bad bunny,caro,Latin
brytiago,netflixxx,Latin
prince royce,la carretera,Latin
marisela,la pareja ideal,Latin
jay wheeler,xexo,Latin
feid,ferxxo 100,Latin
shakira,loca (feat. el cata),Latin
karol g,location,Latin
sebastian yatra,two oruguitas,Latin
elvis crespo,tu sonrisa,Latin
anuel aa,china,Latin
j balvin,yo le llego,Latin
bad bunny,chambea,Latin
nicky jam,en la cama (feat. daddy yankee),Latin
dalex,cuaderno,Latin
tego calderón,la receta,Latin
wisin & yandel,me estas tentando,Latin
manuel turizo,la nota,Latin
el alfa,los aparatos,Latin
shakira,me gusta,Latin
shakira,inevitable,Latin
maná,te lloré un río,Latin
sech,relación,Latin
farruko,passion whine,Latin
jay wheeler,cuando fue,Latin
daddy yankee,rumbatón,Latin
piso 21,me llamas (feat. maluma) - remix,Latin
eladio carrion,no te deseo el mal,Latin
kendo kaponi,te cambie,Latin
julieta venegas,lento,Latin
darell,te boté,Latin
el alfa,los aparatos,Latin
south park mexican,wiggy,Latin
nicky jam,x (feat. maluma & ozuna) - remix,Latin
belanova,rosa pastel,Latin
ana gabriel,simplemente amigos,Latin
inspector,amargo adiós,Latin
daddy yankee,si supieras,Latin
maná,amor clandestino,Latin
aventura,la novelita,Latin
nio garcia,te boté - remix,Latin
sin bandera,que lloro,Latin
marcela gandara,dame tus ojos (feat. jesús adrián romero),Latin
pepe quintana,"ella y yo (feat. farruko, ozuna, arcangel, anuel aa, bryant myers, kevin roldan, ñengo flow, alexis la bestia & ñejo) - remix",Latin
paulo londra,tal vez,Latin
ozuna,síguelo bailando,Latin
rauw alejandro,ponte pa' mi,Latin
los enanitos verdes,la muralla verde,Latin
feid,si te la encuentras por ahí,Latin
rauw alejandro,cazadores,Latin
chris jedi,duro,Latin
jhayco,medusa,Latin
baby bash,suga suga,Latin
don omar,dutty love,Latin
arcángel,me acostumbre (feat. bad bunny),Latin
caifanes,la célula que explota,Latin
rels b,lo que hay x aquí,Latin
jay wheeler,suelta,Latin
el alfa,los pobres y los ricos,Latin
kodak black,there he go,Latin
sin bandera,mientes tan bien,Latin
j balvin,6 am,Latin
daddy yankee,sábado rebelde,Latin
omar courtz,amandita,Latin
ivy queen,"te he querido, te he llorado",Latin
maná,te lloré un río,Latin
yuridia,ya te olvidé,Latin
zoé,labios rotos - en vivo,Latin
j balvin,qué más pues?,Latin
bizarrap,"tiago pzk: bzrp music sessions, vol. 48",Latin
ozuna,despeinada,Latin
farruko,chillax (feat. ky-mani marley),Latin
feid,si tú supieras - bonus track,Latin
brytiago,asesina,Latin
los enanitos verdes,luz de dia,Latin
eladio carrion,m3,Latin
lenny tavárez,tbt - remix,Latin
lenny tavárez,tbt - remix,Latin
julieta venegas,eres para mí (with anita tijoux),Latin
julieta venegas,limón y sal,Latin
ovi,te extraño,Latin
south park mexican,filthy rich,Latin
luis miguel,por debajo de la mesa,Latin
fonseca,te mando flores,Latin
mora,apa,Latin
ricardo arjona,el problema,Latin
reik,amigos con derechos,Latin
romeo santos,que se mueran,Latin
kodak black,calling my spirit,Latin
kodak black,i’m so awesome,Latin
kodak black,super gremlin,Latin
kodak black,super gremlin,Latin
kodak black,i knew it,Latin
café tacvba,como te extraño mi amor,Latin
kodak black,i’m so awesome,Latin
kodak black,love & war,Latin
danna paola,xt4s1s,Latin
kodak black,no flockin,Latin
kodak black,calling my spirit,Latin
eladio carrion,mbappe - remix,Latin
plan b,choca,Latin
los retros,amtrak,Latin
rvssian,no me ame,Latin
marco antonio solís,será mejor que te vayas,Latin
jesús adrián romero,sumérgeme,Latin
reik,indeciso,Latin
león larregui,locos,Latin
paulo londra,nena maldición (feat. lenny tavárez),Latin
juan luis guerra 4.40,bachata rosa,Latin
bad bunny,yo visto así,Latin
soda stereo,de música ligera,Latin
sfera ebbasta,sola,Latin
nelly furtado,promiscuous,Latin
zion & lennox,la player (bandolera),Latin
manuel turizo,la nota,Latin
jay wheeler,pacto (feat. luar la l),Latin
bad bunny,pa' romperla,Latin
"galante ""el emperador""",delicia,Latin
anuel aa,del kilo,Latin
don omar,ayer la vi,Latin
danny ocean,me rehúso,Latin
cazzu,brinca,Latin
danny ocean,me rehúso,Latin
danny ocean,brisa,Latin
feid,quemando calorías,Latin
chichi peralta,procura,Latin
dei v,vvs,Latin
feid,castigo,Latin
daddy yankee,dura - remix,Latin
rich music ltd,quizas,Latin
jay wheeler,no confío,Latin
prince royce,carita de inocente (feat. myke towers) - remix,Latin
aleks syntek,duele el amor,Latin
shakira,antologia,Latin
kim loaiza,kitty,Latin
piso 21,puntos suspensivos,Latin
revol,me ama me odia,Latin
shakira,"ciega, sordomuda",Latin
"tito ""el bambino""",el amor,Latin
karol g,"ay, dios mío!",Latin
ozuna,ibiza,Latin
nonpoint,bullet with a name,Latin
de la ghetto,#maldeamores,Latin
de la ghetto,sensacion del bloque,Latin
de la ghetto,ku',Latin
de la ghetto,llamarte,Latin
de la ghetto,caliente,Latin
de la ghetto,sensacion del bloque,Latin
de la ghetto,sensacion del bloque,Latin
de la ghetto,caliente,Latin
de la ghetto,caliente,Latin
de la ghetto,no se quitó,Latin
kodak black,moshpit (feat. juice wrld),Latin
de la ghetto,sensacion del bloque,Latin
de la ghetto,f.l.y.,Latin
kodak black,unexplainable,Latin
lele pons,se te nota (with guaynaa),Latin
pepe aguilar,por mujeres como tú,Latin
omar courtz,los dueños de la calle,Latin
camilo,bebé,Latin
romeo santos,canalla,Latin
wisin & yandel,mírala bien,Latin
don omar,hasta abajo,Latin
león larregui,brillas,Latin
kodak black,senseless,Latin
aventura,inmortal,Latin
rauw alejandro,tattoo - remix with camilo,Latin
karol g,la vida es una (from puss in boots: the last wish),Latin
cartel de santa,todas mueren por mí,Latin
bad bunny,p fkn r,Latin
dekko,12x3,Latin
josé feliciano,"el tango de roxanne - from ""moulin rouge"" soundtrack",Latin
el alfa,coronao now,Latin
wisin & yandel,pam pam,Latin
romeo santos,7 días,Latin
ana gabriel,quién como tú,Latin
matisse,como lo hice yo,Latin
ozuna,unica,Latin
feid,amor de mi vida,Latin
jhayco,imaginaste,Latin
kevin roldan,after party,Latin
rauw alejandro,tattoo - remix with camilo,Latin
karol g,créeme,Latin
bad bunny,bendiciones,Latin
prince royce,me enrd,Latin
maluma,mojando asientos (feat. feid),Latin
maná,manda una señal - acoustic version,Latin
maná,oye mi amor,Latin
j balvin,mojaita,Latin
bia,london (feat. j. cole),Latin
anuel aa,brrr,Latin
daddy yankee,¿qué tengo que hacer?,Latin
baby bash,"baby, i'm back",Latin
farruko,pepas - tiësto remix,Latin
alejandro sanz,correcaminos,Latin
maluma,aloha,Latin
julio melgar,creo en ti,Latin
arcángel,js4e,Latin
el alfa,la mamá de la mamá,Latin
luis miguel,culpable o no - miénteme como siempre,Latin
arcángel,hace mucho tiempo,Latin
shakira,waka waka (this time for africa) [the official 2010 fifa world cup (tm) song] (feat. freshlyground),Latin
camilo,kesi - remix,Latin
maluma,nos comemos vivos,Latin
ñejo & dalmata,pasarela,Latin
j balvin,una nota,Latin
feid,california,Latin
bizarrap,"snow tha product: bzrp music sessions, vol. 39",Latin
bad bunny,tu no metes cabra,Latin
manuel turizo,verte de nuevo,Latin
prince royce,te espero,Latin
south park mexican,spm vs los,Latin
piso 21,pa' olvidarme de ella,Latin
reik,poco,Latin
the neighbourhood,sweater weather,Rock
arctic monkeys,505,Rock
onerepublic,i ain't worried,Rock
arctic monkeys,i wanna be yours,Rock
foo fighters,everlong,Rock
the killers,mr. brightside,Rock
fleetwood mac,dreams - 2004 remaster,Rock
tame impala,the less i know the better,Rock
arctic monkeys,why'd you only call me when you're high?,Rock
creedence clearwater revival,fortunate son,Rock
vance joy,riptide,Rock
the white stripes,seven nation army,Rock
beach house,space song,Rock
cage the elephant,cigarette daydreams,Rock
fleetwood mac,the chain - 2004 remaster,Rock
jimmy eat world,the middle,Rock
glass animals,heat waves,Rock
eagles,hotel california - 2013 remaster,Rock
tame impala,borderline,Rock
the neighbourhood,daddy issues,Rock
